DBMS_Base,DBMS_Tested,SQL_Query,SQL_File_Name,Result,ERROR_Type,ERROR_Message
postgresql,postgresql,EXPLAIN (COSTS OFF) SELECT * FROM brintest_3 WHERE b < '0',brin.sql,SAME,,"[('Bitmap Heap Scan on brintest_3',), (""  Recheck Cond: (b < '0'::text)"",), ('  ->  Bitmap Index Scan on brin_test_toast_idx',), (""        Index Cond: (b < '0'::text)"",)]"
postgresql,postgresql,SELECT * FROM brintest_3 WHERE b < '0',brin.sql,SAME,,[]
postgresql,postgresql,RESET enable_seqscan,brin.sql,SAME,,[]
postgresql,postgresql,CREATE UNLOGGED TABLE brintest_unlogged (n numrange),brin.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX brinidx_unlogged ON brintest_unlogged USING brin (n),brin.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX ON brin_insert_optimization USING brin (a),brin.sql,SAME,,[]
postgresql,postgresql,UPDATE brin_insert_optimization SET a = a,brin.sql,SAME,,[]
postgresql,postgresql,"CREATE INDEX brinidx_bloom ON brintest_bloom USING brin ( 	byteacol bytea_bloom_ops, 	charcol char_bloom_ops, 	namecol name_bloom_ops, 	int8col int8_bloom_ops, 	int2col int2_bloom_ops, 	int4col int4_bloom_ops, 	textcol text_bloom_ops, 	oidcol oid_bloom_ops, 	float4col float4_bloom_ops, 	float8col float8_bloom_ops, 	macaddrcol macaddr_bloom_ops, 	inetcol inet_bloom_ops, 	cidrcol inet_bloom_ops, 	bpcharcol bpchar_bloom_ops, 	datecol date_bloom_ops, 	timecol time_bloom_ops, 	timestampcol timestamp_bloom_ops, 	timestamptzcol timestamptz_bloom_ops, 	intervalcol interval_bloom_ops, 	timetzcol timetz_bloom_ops, 	numericcol numeric_bloom_ops, 	uuidcol uuid_bloom_ops, 	lsncol pg_lsn_bloom_ops ) with (pages_per_range = 1)",brin_bloom.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = 0,brin_bloom.sql,SAME,,[]
postgresql,postgresql,SET enable_bitmapscan = 1,brin_bloom.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = 1,brin_bloom.sql,SAME,,[]
postgresql,postgresql,SET enable_bitmapscan = 0,brin_bloom.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = 1,brin_bloom.sql,SAME,,[]
postgresql,postgresql,SET enable_bitmapscan = 0,brin_bloom.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = 0,brin_bloom.sql,SAME,,[]
postgresql,postgresql,SET enable_bitmapscan = 1,brin_bloom.sql,SAME,,[]
postgresql,postgresql,END,brin_bloom.sql,SAME,,[]
postgresql,postgresql,RESET enable_seqscan,brin_bloom.sql,SAME,,[]
postgresql,postgresql,RESET enable_bitmapscan,brin_bloom.sql,SAME,,[]
postgresql,postgresql,"SELECT brin_desummarize_range('brinidx_bloom', 0)",brin_bloom.sql,SAME,,"[('',)]"
postgresql,postgresql,VACUUM brintest_bloom,brin_bloom.sql,SAME,,[]
postgresql,postgresql,UPDATE brintest_bloom SET int8col = int8col * int4col,brin_bloom.sql,SAME,,[]
postgresql,postgresql,UPDATE brintest_bloom SET textcol = '' WHERE textcol IS NOT NULL,brin_bloom.sql,SAME,,[]
postgresql,postgresql,SELECT brin_summarize_new_values('brinidx_bloom'),brin_bloom.sql,SAME,,"[(0,)]"
postgresql,postgresql,"SELECT brin_desummarize_range('brinidx_bloom', 0)",brin_bloom.sql,SAME,,"[('',)]"
postgresql,postgresql,"SELECT brin_desummarize_range('brinidx_bloom', 0)",brin_bloom.sql,SAME,,"[('',)]"
postgresql,postgresql,"SELECT brin_desummarize_range('brinidx_bloom', 100000000)",brin_bloom.sql,SAME,,"[('',)]"
postgresql,postgresql,CREATE INDEX brin_summarize_bloom_idx ON brin_summarize_bloom USING brin (value) WITH (pages_per_range=2),brin_bloom.sql,SAME,,[]
postgresql,postgresql,"SELECT brin_summarize_range('brin_summarize_bloom_idx', 0)",brin_bloom.sql,SAME,,"[(0,)]"
postgresql,postgresql,"SELECT brin_summarize_range('brin_summarize_bloom_idx', 1)",brin_bloom.sql,SAME,,"[(0,)]"
postgresql,postgresql,"SELECT brin_summarize_range('brin_summarize_bloom_idx', 2)",brin_bloom.sql,SAME,,"[(0,)]"
postgresql,postgresql,"SELECT brin_summarize_range('brin_summarize_bloom_idx', 4294967295)",brin_bloom.sql,SAME,,"[(0,)]"
postgresql,postgresql,CREATE INDEX brin_test_bloom_a_idx ON brin_test_bloom USING brin (a) WITH (pages_per_range = 2),brin_bloom.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX brin_test_bloom_b_idx ON brin_test_bloom USING brin (b) WITH (pages_per_range = 2),brin_bloom.sql,SAME,,[]
postgresql,postgresql,VACUUM ANALYZE brin_test_bloom,brin_bloom.sql,SAME,,[]
postgresql,postgresql,EXPLAIN (COSTS OFF) SELECT * FROM brin_test_bloom WHERE a = 1,brin_bloom.sql,SAME,,"[('Bitmap Heap Scan on brin_test_bloom',), ('  Recheck Cond: (a = 1)',), ('  ->  Bitmap Index Scan on brin_test_bloom_a_idx',), ('        Index Cond: (a = 1)',)]"
postgresql,postgresql,EXPLAIN (COSTS OFF) SELECT * FROM brin_test_bloom WHERE b = 1,brin_bloom.sql,SAME,,"[('Seq Scan on brin_test_bloom',), ('  Filter: (b = 1)',)]"
postgresql,postgresql,"CREATE INDEX brinidx_multi ON brintest_multi USING brin ( 	int8col int8_minmax_multi_ops, 	int2col int2_minmax_multi_ops, 	int4col int4_minmax_multi_ops, 	oidcol oid_minmax_multi_ops, 	tidcol tid_minmax_multi_ops, 	float4col float4_minmax_multi_ops, 	float8col float8_minmax_multi_ops, 	macaddrcol macaddr_minmax_multi_ops, 	macaddr8col macaddr8_minmax_multi_ops, 	inetcol inet_minmax_multi_ops, 	cidrcol inet_minmax_multi_ops, 	datecol date_minmax_multi_ops, 	timecol time_minmax_multi_ops, 	timestampcol timestamp_minmax_multi_ops, 	timestamptzcol timestamptz_minmax_multi_ops, 	intervalcol interval_minmax_multi_ops, 	timetzcol timetz_minmax_multi_ops, 	numericcol numeric_minmax_multi_ops, 	uuidcol uuid_minmax_multi_ops, 	lsncol pg_lsn_minmax_multi_ops )",brin_multi.sql,SAME,,[]
postgresql,postgresql,DROP INDEX brinidx_multi,brin_multi.sql,SAME,,[]
postgresql,postgresql,"CREATE INDEX brinidx_multi ON brintest_multi USING brin ( 	int8col int8_minmax_multi_ops, 	int2col int2_minmax_multi_ops, 	int4col int4_minmax_multi_ops, 	oidcol oid_minmax_multi_ops, 	tidcol tid_minmax_multi_ops, 	float4col float4_minmax_multi_ops, 	float8col float8_minmax_multi_ops, 	macaddrcol macaddr_minmax_multi_ops, 	macaddr8col macaddr8_minmax_multi_ops, 	inetcol inet_minmax_multi_ops, 	cidrcol inet_minmax_multi_ops, 	datecol date_minmax_multi_ops, 	timecol time_minmax_multi_ops, 	timestampcol timestamp_minmax_multi_ops, 	timestamptzcol timestamptz_minmax_multi_ops, 	intervalcol interval_minmax_multi_ops, 	timetzcol timetz_minmax_multi_ops, 	numericcol numeric_minmax_multi_ops, 	uuidcol uuid_minmax_multi_ops, 	lsncol pg_lsn_minmax_multi_ops ) with (pages_per_range = 1)",brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = 0,brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_bitmapscan = 1,brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = 1,brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_bitmapscan = 0,brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = 1,brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_bitmapscan = 0,brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = 0,brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_bitmapscan = 1,brin_multi.sql,SAME,,[]
postgresql,postgresql,END,brin_multi.sql,SAME,,[]
postgresql,postgresql,RESET enable_seqscan,brin_multi.sql,SAME,,[]
postgresql,postgresql,RESET enable_bitmapscan,brin_multi.sql,SAME,,[]
postgresql,postgresql,"SELECT brin_desummarize_range('brinidx_multi', 0)",brin_multi.sql,SAME,,"[('',)]"
postgresql,postgresql,VACUUM brintest_multi,brin_multi.sql,SAME,,[]
postgresql,postgresql,UPDATE brintest_multi SET int8col = int8col * int4col,brin_multi.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX ON brin_test_inet USING brin (a inet_minmax_multi_ops),brin_multi.sql,SAME,,[]
postgresql,postgresql,SELECT brin_summarize_new_values('brinidx_multi'),brin_multi.sql,SAME,,"[(1,)]"
postgresql,postgresql,"SELECT brin_desummarize_range('brinidx_multi', 0)",brin_multi.sql,SAME,,"[('',)]"
postgresql,postgresql,"SELECT brin_desummarize_range('brinidx_multi', 0)",brin_multi.sql,SAME,,"[('',)]"
postgresql,postgresql,"SELECT brin_desummarize_range('brinidx_multi', 100000000)",brin_multi.sql,SAME,,"[('',)]"
postgresql,postgresql,CREATE INDEX brin_large_range_idx ON brin_large_range USING brin (a int4_minmax_multi_ops),brin_multi.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX brin_summarize_multi_idx ON brin_summarize_multi USING brin (value) WITH (pages_per_range=2),brin_multi.sql,SAME,,[]
postgresql,postgresql,"SELECT brin_summarize_range('brin_summarize_multi_idx', 0)",brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,"SELECT brin_summarize_range('brin_summarize_multi_idx', 1)",brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,"SELECT brin_summarize_range('brin_summarize_multi_idx', 2)",brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,"SELECT brin_summarize_range('brin_summarize_multi_idx', 4294967295)",brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,CREATE INDEX brin_test_multi_a_idx ON brin_test_multi USING brin (a) WITH (pages_per_range = 2),brin_multi.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX brin_test_multi_b_idx ON brin_test_multi USING brin (b) WITH (pages_per_range = 2),brin_multi.sql,SAME,,[]
postgresql,postgresql,VACUUM ANALYZE brin_test_multi,brin_multi.sql,SAME,,[]
postgresql,postgresql,EXPLAIN (COSTS OFF) SELECT * FROM brin_test_multi WHERE a = 1,brin_multi.sql,SAME,,"[('Bitmap Heap Scan on brin_test_multi',), ('  Recheck Cond: (a = 1)',), ('  ->  Bitmap Index Scan on brin_test_multi_a_idx',), ('        Index Cond: (a = 1)',)]"
postgresql,postgresql,EXPLAIN (COSTS OFF) SELECT * FROM brin_test_multi WHERE b = 1,brin_multi.sql,SAME,,"[('Seq Scan on brin_test_multi',), ('  Filter: (b = 1)',)]"
postgresql,postgresql,CREATE INDEX brin_test_multi_1_idx_1 ON brin_test_multi_1 USING brin (a int4_minmax_multi_ops) WITH (pages_per_range=5),brin_multi.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX brin_test_multi_1_idx_2 ON brin_test_multi_1 USING brin (b int8_minmax_multi_ops) WITH (pages_per_range=5),brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan=off,brin_multi.sql,SAME,,[]
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a < 37,brin_multi.sql,SAME,,"[(124,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a < 113,brin_multi.sql,SAME,,"[(504,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a <= 177,brin_multi.sql,SAME,,"[(829,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a <= 25,brin_multi.sql,SAME,,"[(69,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a > 120,brin_multi.sql,SAME,,"[(456,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a >= 180,brin_multi.sql,SAME,,"[(161,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a > 71,brin_multi.sql,SAME,,"[(701,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a >= 63,brin_multi.sql,SAME,,"[(746,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a = 207,brin_multi.sql,SAME,,"[(3,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a = 177,brin_multi.sql,SAME,,"[(5,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b < 73,brin_multi.sql,SAME,,"[(529,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b <= 47,brin_multi.sql,SAME,,"[(279,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b < 199,brin_multi.sql,SAME,,"[(1000,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b <= 150,brin_multi.sql,SAME,,"[(1000,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b > 93,brin_multi.sql,SAME,,"[(261,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b > 37,brin_multi.sql,SAME,,"[(821,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b >= 215,brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b > 201,brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b = 88,brin_multi.sql,SAME,,"[(10,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b = 103,brin_multi.sql,SAME,,"[(9,)]"
postgresql,postgresql,TRUNCATE brin_test_multi_1,brin_multi.sql,SAME,,[]
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a < 37,brin_multi.sql,SAME,,"[(124,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a < 113,brin_multi.sql,SAME,,"[(504,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a <= 177,brin_multi.sql,SAME,,"[(829,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a <= 25,brin_multi.sql,SAME,,"[(69,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a > 120,brin_multi.sql,SAME,,"[(456,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a >= 180,brin_multi.sql,SAME,,"[(161,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a > 71,brin_multi.sql,SAME,,"[(701,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a >= 63,brin_multi.sql,SAME,,"[(746,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a = 207,brin_multi.sql,SAME,,"[(3,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE a = 177,brin_multi.sql,SAME,,"[(5,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b < 73,brin_multi.sql,SAME,,"[(529,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b <= 47,brin_multi.sql,SAME,,"[(279,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b < 199,brin_multi.sql,SAME,,"[(1000,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b <= 150,brin_multi.sql,SAME,,"[(1000,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b > 93,brin_multi.sql,SAME,,"[(261,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b > 37,brin_multi.sql,SAME,,"[(821,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b >= 215,brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b > 201,brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b = 88,brin_multi.sql,SAME,,"[(10,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_1 WHERE b = 103,brin_multi.sql,SAME,,"[(9,)]"
postgresql,postgresql,RESET enable_seqscan,brin_multi.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX brin_test_multi_2_idx ON brin_test_multi_2 USING brin (a uuid_minmax_multi_ops) WITH (pages_per_range=5),brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan=off,brin_multi.sql,SAME,,[]
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_2 WHERE a < '3d914f93-48c9-cc0f-f8a7-9716700b9fcd',brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_2 WHERE a > '3d914f93-48c9-cc0f-f8a7-9716700b9fcd',brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_2 WHERE a <= 'f369cb89-fc62-7e66-8987-007d121ed1ea',brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_2 WHERE a >= 'aea92132-c4cb-eb26-3e6a-c2bf6c183b5d',brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_2 WHERE a = '5feceb66-ffc8-6f38-d952-786c6d696c79',brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_2 WHERE a = '86e50149-6586-6131-2a9e-0b35558d84f6',brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,TRUNCATE brin_test_multi_2,brin_multi.sql,SAME,,[]
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_2 WHERE a < '3d914f93-48c9-cc0f-f8a7-9716700b9fcd',brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_2 WHERE a > '3d914f93-48c9-cc0f-f8a7-9716700b9fcd',brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_2 WHERE a <= 'f369cb89-fc62-7e66-8987-007d121ed1ea',brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_2 WHERE a >= 'aea92132-c4cb-eb26-3e6a-c2bf6c183b5d',brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_2 WHERE a = '5feceb66-ffc8-6f38-d952-786c6d696c79',brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,SELECT COUNT(*) FROM brin_test_multi_2 WHERE a = '86e50149-6586-6131-2a9e-0b35558d84f6',brin_multi.sql,SAME,,"[(0,)]"
postgresql,postgresql,RESET enable_seqscan,brin_multi.sql,SAME,,[]
postgresql,postgresql,SET datestyle TO iso,brin_multi.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX ON brin_timestamp_test USING brin (a timestamptz_minmax_multi_ops) WITH (pages_per_range=1),brin_multi.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX ON brin_date_test USING brin (a date_minmax_multi_ops) WITH (pages_per_range=1),brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = off,brin_multi.sql,SAME,,[]
postgresql,postgresql,"EXPLAIN (ANALYZE, TIMING OFF, COSTS OFF, SUMMARY OFF) SELECT * FROM brin_date_test WHERE a = '2023-01-01'::date",brin_multi.sql,SAME,,"[('Bitmap Heap Scan on brin_date_test (actual rows=0 loops=1)',), (""  Recheck Cond: (a = '2023-01-01'::date)"",), ('  ->  Bitmap Index Scan on brin_date_test_a_idx (actual rows=0 loops=1)',), (""        Index Cond: (a = '2023-01-01'::date)"",)]"
postgresql,postgresql,RESET enable_seqscan,brin_multi.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX ON brin_timestamp_test USING brin (a timestamp_minmax_multi_ops) WITH (pages_per_range=1),brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = off,brin_multi.sql,SAME,,[]
postgresql,postgresql,"EXPLAIN (ANALYZE, TIMING OFF, COSTS OFF, SUMMARY OFF) SELECT * FROM brin_timestamp_test WHERE a = '2023-01-01'::timestamp",brin_multi.sql,SAME,,"[('Bitmap Heap Scan on brin_timestamp_test (actual rows=0 loops=1)',), (""  Recheck Cond: (a = '2023-01-01 00:00:00'::timestamp without time zone)"",), ('  ->  Bitmap Index Scan on brin_timestamp_test_a_idx (actual rows=0 loops=1)',), (""        Index Cond: (a = '2023-01-01 00:00:00'::timestamp without time zone)"",)]"
postgresql,postgresql,"EXPLAIN (ANALYZE, TIMING OFF, COSTS OFF, SUMMARY OFF) SELECT * FROM brin_timestamp_test WHERE a = '1900-01-01'::timestamp",brin_multi.sql,SAME,,"[('Bitmap Heap Scan on brin_timestamp_test (actual rows=0 loops=1)',), (""  Recheck Cond: (a = '1900-01-01 00:00:00'::timestamp without time zone)"",), ('  ->  Bitmap Index Scan on brin_timestamp_test_a_idx (actual rows=0 loops=1)',), (""        Index Cond: (a = '1900-01-01 00:00:00'::timestamp without time zone)"",)]"
postgresql,postgresql,RESET enable_seqscan,brin_multi.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX ON brin_date_test USING brin (a date_minmax_multi_ops) WITH (pages_per_range=1),brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = off,brin_multi.sql,SAME,,[]
postgresql,postgresql,"EXPLAIN (ANALYZE, TIMING OFF, COSTS OFF, SUMMARY OFF) SELECT * FROM brin_date_test WHERE a = '2023-01-01'::date",brin_multi.sql,SAME,,"[('Bitmap Heap Scan on brin_date_test (actual rows=0 loops=1)',), (""  Recheck Cond: (a = '2023-01-01'::date)"",), ('  ->  Bitmap Index Scan on brin_date_test_a_idx (actual rows=0 loops=1)',), (""        Index Cond: (a = '2023-01-01'::date)"",)]"
postgresql,postgresql,"EXPLAIN (ANALYZE, TIMING OFF, COSTS OFF, SUMMARY OFF) SELECT * FROM brin_date_test WHERE a = '1900-01-01'::date",brin_multi.sql,SAME,,"[('Bitmap Heap Scan on brin_date_test (actual rows=0 loops=1)',), (""  Recheck Cond: (a = '1900-01-01'::date)"",), ('  ->  Bitmap Index Scan on brin_date_test_a_idx (actual rows=0 loops=1)',), (""        Index Cond: (a = '1900-01-01'::date)"",)]"
postgresql,postgresql,RESET enable_seqscan,brin_multi.sql,SAME,,[]
postgresql,postgresql,RESET datestyle,brin_multi.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX ON brin_interval_test USING brin (a interval_minmax_multi_ops) WITH (pages_per_range=1),brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = off,brin_multi.sql,SAME,,[]
postgresql,postgresql,"EXPLAIN (ANALYZE, TIMING OFF, COSTS OFF, SUMMARY OFF) SELECT * FROM brin_interval_test WHERE a = '-30 years'::interval",brin_multi.sql,SAME,,"[('Bitmap Heap Scan on brin_interval_test (actual rows=0 loops=1)',), (""  Recheck Cond: (a = '-30 years'::interval)"",), ('  ->  Bitmap Index Scan on brin_interval_test_a_idx (actual rows=0 loops=1)',), (""        Index Cond: (a = '-30 years'::interval)"",)]"
postgresql,postgresql,"EXPLAIN (ANALYZE, TIMING OFF, COSTS OFF, SUMMARY OFF) SELECT * FROM brin_interval_test WHERE a = '30 years'::interval",brin_multi.sql,SAME,,"[('Bitmap Heap Scan on brin_interval_test (actual rows=0 loops=1)',), (""  Recheck Cond: (a = '30 years'::interval)"",), ('  ->  Bitmap Index Scan on brin_interval_test_a_idx (actual rows=0 loops=1)',), (""        Index Cond: (a = '30 years'::interval)"",)]"
postgresql,postgresql,RESET enable_seqscan,brin_multi.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX ON brin_interval_test USING brin (a interval_minmax_multi_ops) WITH (pages_per_range=1),brin_multi.sql,SAME,,[]
postgresql,postgresql,SET enable_seqscan = off,brin_multi.sql,SAME,,[]
postgresql,postgresql,"EXPLAIN (ANALYZE, TIMING OFF, COSTS OFF, SUMMARY OFF) SELECT * FROM brin_interval_test WHERE a = '-30 years'::interval",brin_multi.sql,SAME,,"[('Bitmap Heap Scan on brin_interval_test (actual rows=0 loops=1)',), (""  Recheck Cond: (a = '-30 years'::interval)"",), ('  ->  Bitmap Index Scan on brin_interval_test_a_idx (actual rows=0 loops=1)',), (""        Index Cond: (a = '-30 years'::interval)"",)]"
postgresql,postgresql,"EXPLAIN (ANALYZE, TIMING OFF, COSTS OFF, SUMMARY OFF) SELECT * FROM brin_interval_test WHERE a = '30 years'::interval",brin_multi.sql,SAME,,"[('Bitmap Heap Scan on brin_interval_test (actual rows=0 loops=1)',), (""  Recheck Cond: (a = '30 years'::interval)"",), ('  ->  Bitmap Index Scan on brin_interval_test_a_idx (actual rows=0 loops=1)',), (""        Index Cond: (a = '30 years'::interval)"",)]"
postgresql,postgresql,RESET enable_seqscan,brin_multi.sql,SAME,,[]
postgresql,postgresql,RESET datestyle,brin_multi.sql,SAME,,[]
postgresql,postgresql,ANALYZE bt_i4_heap,btree_index.sql,SAME,,[]
postgresql,postgresql,ANALYZE bt_name_heap,btree_index.sql,SAME,,[]
postgresql,postgresql,ANALYZE bt_txt_heap,btree_index.sql,SAME,,[]
postgresql,postgresql,ANALYZE bt_f8_heap,btree_index.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX bt_i4_index ON bt_i4_heap USING btree (seqno int4_ops),btree_index.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX bt_name_index ON bt_name_heap USING btree (seqno name_ops),btree_index.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX bt_txt_index ON bt_txt_heap USING btree (seqno text_ops),btree_index.sql,SAME,,[]
postgresql,postgresql,CREATE INDEX bt_f8_index ON bt_f8_heap USING btree (seqno float8_ops),btree_index.sql,SAME,,[]
postgresql,postgresql,SELECT b.*    FROM bt_i4_heap b    WHERE b.seqno < 1,btree_index.sql,SAME,,[]
postgresql,postgresql,SELECT b.*    FROM bt_i4_heap b    WHERE b.seqno >= 9999,btree_index.sql,SAME,,[]
postgresql,postgresql,SELECT b.*    FROM bt_i4_heap b    WHERE b.seqno = 4500,btree_index.sql,SAME,,[]
postgresql,postgresql,SELECT b.*    FROM bt_name_heap b    WHERE b.seqno < '1'::name,btree_index.sql,SAME,,[]
postgresql,postgresql,SELECT b.*    FROM bt_name_heap b    WHERE b.seqno >= '9999'::name,btree_index.sql,SAME,,[]
postgresql,postgresql,SELECT b.*    FROM bt_name_heap b    WHERE b.seqno = '4500'::name,btree_index.sql,SAME,,[]
postgresql,postgresql,SELECT b.*    FROM bt_txt_heap b    WHERE b.seqno < '1'::text,btree_index.sql,SAME,,[]
postgresql,postgresql,SELECT b.*    FROM bt_txt_heap b    WHERE b.seqno >= '9999'::text,btree_index.sql,SAME,,[]
postgresql,postgresql,SELECT b.*    FROM bt_txt_heap b    WHERE b.seqno = '4500'::text,btree_index.sql,SAME,,[]
postgresql,postgresql,SELECT b.*    FROM bt_f8_heap b    WHERE b.seqno < '1'::float8,btree_index.sql,SAME,,[]
postgresql,postgresql,SELECT b.*    FROM bt_f8_heap b    WHERE b.seqno >= '9999'::float8,btree_index.sql,SAME,,[]
postgresql,postgresql,SELECT b.*    FROM bt_f8_heap b    WHERE b.seqno = '4500'::float8,btree_index.sql,SAME,,[]
